ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6963944,"Rossby, Carl-Gustaf Arvid",若斯比,,物理,,2020-03-16
6963945,"Rossi, Bruno Benedetto",若西,,物理,,2020-03-16
6963946,"Rössler, Otto",若斯勒,,物理,,2020-03-16
6963947,"Rostal, Max",羅斯多爾,,音樂,,2020-03-16
6963948,"Rothwell, Walter Henry",羅思維爾,,音樂,,2020-03-16
6963949,"Rott, Hans",拉特,,音樂,,2020-03-16
6963950,"Rouleau, Joseph Alfred",汝洛,,音樂,,2020-03-16
6963951,"Rounseville, Robert",阮斯維爾,,音樂,,2020-03-16
6963952,"Rouse, Christopher",勞斯,,音樂,,2020-03-16
6963953,Rousseau,羅梭,,物理,,2020-03-16
6963954,"Routh, Edward John","勞思,愛德華",,物理,,2020-03-16
6963955,"Routh, Francis","勞思,法蘭西斯",,音樂,,2020-03-16
6963956,"Rowland, Henry Augustus",羅蘭德,,物理,,2020-03-16
6963957,"Rowley, Alec",羅里,,音樂,,2020-03-16
6963958,"Roxburgh, Edwin",羅克斯伯格,,音樂,,2020-03-16
6963959,"Roy, Stéphane",若伊,,音樂,,2020-03-16
6963960,"Rozsa, Miklos",洛夏,,音樂,,2020-03-16
6963961,"Rubbra, Edmund",拉卜勒,,音樂,,2020-03-16
6963962,"Rubens, Parl Alfred",魯本斯,,音樂,,2020-03-16
6963963,"Rubinstein, Artur(Arthur)","魯賓斯坦,阿圖",,音樂,,2020-03-16
6963964,"Rubinstein, Beryl","魯賓斯坦,貝若",,音樂,,2020-03-16
6963965,"Rudel, Julius",魯德爾,,音樂,,2020-03-16
6963966,"Rudhyar, Dane",拉德海爾,,音樂,,2020-03-16
6963967,"Rudin, Andrew",魯丁,,音樂,,2020-03-16
6963968,"Ruelle, David Pierre",汝艾爾,,物理,,2020-03-16
6963969,"Ruggles, Carl",拉勾斯,,音樂,,2020-03-16
6963970,"Rumer, Yurij Borisovich",汝莫,,物理,,2020-03-16
6963971,"Rumford, Kennerley",拉姆福德,,音樂,,2020-03-16
6963972,"Rupert, Chris",魯柏特,,音樂,,2020-03-16
6963973,"Rush, Tracey",拉許,,音樂,,2020-03-16
6963974,Russel,拉塞爾,,物理,,2020-03-16
6963975,"Russell, Henry","羅素,亨利",,音樂,,2020-03-16
6963976,"Russell, Willian","羅素,威廉",,音樂,,2020-03-16
6963977,"Russo, William",魯叟,,音樂,,2020-03-16
6963978,"Rutherford, Ernest",拉塞福,,化學,,2020-03-16
6963979,"Rutherford, Ernest",拉塞福,,物理,,2020-03-16
6963980,"Rutter, John",拉特,,音樂,,2020-03-16
6963981,Rydberg,芮得柏,,化學,,2020-03-16
6963982,"Rydberg, Johannes Robert",芮得柏,,物理,,2020-03-16
6963983,"Ryden, William",萊登,,音樂,,2020-03-16
6963984,"Rzewski, Frederic",芮斯基,,音樂,,2020-03-16
6963985,"Sachs, Mendel",薩克斯,,物理,,2020-03-16
6963986,"Sachse, Ernst",薩克席,,音樂,,2020-03-16
6963987,"Sackman, Nicholas",薩克門,,音樂,,2020-03-16
6963988,"Sainton-Dolby, Charlotte",森騰-竇比,,音樂,,2020-03-16
6963989,"Salam, Mohammad Abdus",薩拉姆,,物理,,2020-03-16
6963990,"Salmond, Felix",薩門德,,音樂,,2020-03-16
6963991,"Salter, Lionel",索爾特,,音樂,,2020-03-16
6963992,Saltpeter,叟皮特,,物理,,2020-03-16
6963993,"Salzedo, Leonard","薩爾澤斗,雷納德",,音樂,,2020-03-16
6963994,"Salzman, Eric",薩爾茲門,,音樂,,2020-03-16
6963995,"Samaroff, Olga",薩莫若夫,,音樂,,2020-03-16
6963996,"Saminsky, Lazare",薩敏斯基,,音樂,,2020-03-16
6963997,"Sammell, Clara",薩摩,,音樂,,2020-03-16
6963998,"Sammons, Albert",薩門斯,,音樂,,2020-03-16
6963999,"Samuel, Harold",薩繆爾,,音樂,,2020-03-16
6964000,"Sande, Jim",桑德,,音樂,,2020-03-16
6964001,"Sanders, John (Derek)",桑德斯,,音樂,,2020-03-16
6964002,"Sanderson, Sibyl",桑德森,,音樂,,2020-03-16
6964003,"Sandor, György",桑多爾,,音樂,,2020-03-16
6964004,"Sandroff, Howard",桑卓夫,,音樂,,2020-03-16
6964005,"Sanger, Frederick",桑爾,,生命科學,,2020-03-16
6964006,"Santley, Charles",桑特利,,音樂,,2020-03-16
6964007,"Sargent, Malcolm",薩真特,,音樂,,2020-03-16
6964008,Saunders,松德斯,,物理,,2020-03-16
6964009,"Savaskan, Sinan Carter",瑟瓦斯肯,,音樂,,2020-03-16
6964010,Sayboldt,塞波特,,物理,,2020-03-16
6964011,"Scharrer, Irene",謝惹,,音樂,,2020-03-16
6964012,"Schelling, Ernest","謝凌,恩尼斯特",,音樂,,2020-03-16
6964013,"Schickele, Peter",希可里,,音樂,,2020-03-16
6964014,"Schidolf, Peter",席斗夫,,音樂,,2020-03-16
6964015,"Schiller, Allan",席勒,,音樂,,2020-03-16
6964016,"Schillinger, Joseph",席林格,,音樂,,2020-03-16
6964017,"Schindler, Kurt","辛德勒,庫特",,音樂,,2020-03-16
6964018,"Schippers, Thomas",席柏斯,,音樂,,2020-03-16
6964019,"Schirmer, Gustav",舍摩,,音樂,,2020-03-16
6964020,"Schmidt, Jeff","施密特,傑夫",,物理,,2020-03-16
6964021,"Schmidt, William","施密特,威廉",,音樂,,2020-03-16
6964022,"Schneider, Alexander",史耐德,,音樂,,2020-03-16
6964023,"Schofield, Ian",斯勾菲爾德,,音樂,,2020-03-16
6964024,"Schorr, Friedrich",修爾,,音樂,,2020-03-16
6964025,"Schuller, Gunther",舒勒,,音樂,,2020-03-16
6964026,"Schuman, William","舒門,威廉",,音樂,,2020-03-16
6964027,"Schumann-Heink, Ernestine",舒曼-海因克,,音樂,,2020-03-16
6964028,"Schwartz, Melvin",施沃慈,,物理,,2020-03-16
6964029,"Schwarz, John Henry","施沃茨,約翰",,物理,,2020-03-16
6964030,"Schwarz, Rudolf","施沃茨,汝斗夫",,音樂,,2020-03-16
6964031,"Schwinger, Julian Seymour",史溫爾,,物理,,2020-03-16
6964032,"Scott, Elizabeth","司考特,伊莉莎白",,物理,,2020-03-16
6964033,"Scott, Anthony","司考特,安森尼",,音樂,,2020-03-16
6964034,"Scott, Cyril","司考特,希利爾",,音樂,,2020-03-16
6964035,"Scott, Francis George","司考特,法蘭西斯喬治",,音樂,,2020-03-16
6964036,"Scully, Marlan Orvil",斯卡里,,物理,,2020-03-16
6964037,"Seaman, Christopher",西門,,音樂,,2020-03-16
6964038,"Searle, George Frederick Charles","瑟爾,喬治",,物理,,2020-03-16
6964039,"Searle, Humphrey","瑟爾,韓福瑞",,音樂,,2020-03-16
6964040,"Sears, Francis Weston",席爾斯,,物理,,2020-03-16
6964041,"Seeger, Ruth",西格,,音樂,,2020-03-16
6964042,Seeman,希門,,物理,,2020-03-16
6964043,Seemann,西曼,,物理,,2020-03-16
6964044,"Segrè, Emilio Gino",賽格瑞,,物理,,2020-03-16
6964045,"Seiber, Matyas",賽伯,,音樂,,2020-03-16
6964046,"Seidel, Toscha",賽斗,,音樂,,2020-03-16
6964047,"Seitz, Frederick",賽茨,,物理,,2020-03-16
6964048,Selengut,色倫葛特,,物理,,2020-03-16
6964049,"Sellars, James",塞勒斯,,音樂,,2020-03-16
6964050,"Sellick, Phyllis",塞里克,,音樂,,2020-03-16
6964051,Sellmeier,塞爾麥爾,,物理,,2020-03-16
6964052,"Serkin, Rudolf",瑟金,,音樂,,2020-03-16
6964053,"Sessions, Roger",塞申斯,,音樂,,2020-03-16
6964054,"Seyfert, Carl Keenan",塞弗特,,物理,,2020-03-16
6964055,"Shaffer, Elaine",薛福,,音樂,,2020-03-16
6964056,"Shannon, Claude Elwood",善能,,物理,,2020-03-16
6964057,"Shapero, Harold",雪匹若,,音樂,,2020-03-16
6964058,"Shapiro, Alex","雪皮若,阿利克斯",,音樂,,2020-03-16
6964059,"Shapiro, Michael","雪皮若,麥可",,音樂,,2020-03-16
6964060,"Shapiro, Moshe","雪皮若,莫歇",,物理,,2020-03-16
6964061,"Shapleigh, Bertram",夏普里,,音樂,,2020-03-16
6964062,"Sharp, Cecil","夏普,瑟西爾",,音樂,,2020-03-16
6964063,"Sharp, Elliott","夏普,艾里爾特",,音樂,,2020-03-16
6964064,"Sharpe, Carlyle","夏浦,卡萊爾",,音樂,,2020-03-16
6964065,"Sharpe, Cedric","夏浦,瑟德里克",,音樂,,2020-03-16
6964066,"Shaw, Geoffrey","修,傑福瑞",,音樂,,2020-03-16
6964067,"Shaw, Martin","修,馬丁",,音樂,,2020-03-16
6964068,"Shaw, Robert","修,羅伯特",,音樂,,2020-03-16
6964069,"Shelley, Harry Rowe",薛里,,音樂,,2020-03-16
6964070,Shenstone,沈司登,,物理,,2020-03-16
6964071,"Shepherd, Arthur","薛普德,阿瑟",,音樂,,2020-03-16
6964072,"Sheppard (Shepherd), John","薛浦德,約翰",,音樂,,2020-03-16
6964073,"Sheppard, Honor","薛浦德,歐諾",,音樂,,2020-03-16
6964074,"Shera, Frank Henry",薛惹,,音樂,,2020-03-16
6964075,"Sheridan, Margaret",薛惹登,,音樂,,2020-03-16
6964076,"Sherman, Alec",薛門,,音樂,,2020-03-16
6964077,"Sherwood, Gordon",薛伍德,,音樂,,2020-03-16
6964078,"Shield, William",希爾德,,音樂,,2020-03-16
6964079,"Shields, Alice",希爾茲,,音樂,,2020-03-16
6964080,"Shifrin, Seymour",希福忍,,音樂,,2020-03-16
6964081,"Shiner, Emily",賽納,,音樂,,2020-03-16
6964082,"Shirley, George",舍里,,音樂,,2020-03-16
6964083,"Shirley-Quirk, John",舍里-闊克,,音樂,,2020-03-16
6964084,"Shockley, William Bradford  Jr.",夏可里,,物理,,2020-03-16
6964085,Shore,修爾,,物理,,2020-03-16
6964086,"Shuard, Amy",舒爾德,,音樂,,2020-03-16
6964087,Shul,舒爾,,物理,,2020-03-16
6964088,"Siegmeister, Elie",希格麥斯特,,音樂,,2020-03-16
6964089,"Silk, Dorothy",席爾可,,音樂,,2020-03-16
6964090,"Sills, Beverly",席爾斯,,音樂,,2020-03-16
6964091,Silsbee,色斯比,,物理,,2020-03-16
6964092,"Silverstein, Joseph",席爾弗斯丁,,音樂,,2020-03-16
6964093,"Silvestri, Constantin",席爾威斯垂,,音樂,,2020-03-16
6964094,"Simon, Abbey","賽門,阿比",,音樂,,2020-03-16
6964095,"Simpson, John Alexander","辛普森,約翰",,物理,,2020-03-16
6964096,"Simpson, Christopher","辛普森,克里斯特福",,音樂,,2020-03-16
6964097,"Simpson, Daniel Leo","辛普森,丹尼爾",,音樂,,2020-03-16
6964098,"Simpson, Nicholas","辛普森,尼可勒斯",,音樂,,2020-03-16
6964099,"Simpson, Robert","辛普森,羅伯特",,音樂,,2020-03-16
6964100,"Simpson, Thomas","辛普森,湯瑪斯",,音樂,,2020-03-16
6964101,"Sinclair, George Robertson","辛可雷爾,喬治",,音樂,,2020-03-16
6964102,"Sinclair, Monica","辛可雷爾,瑪尼卡",,音樂,,2020-03-16
6964103,Six,席克斯,,物理,,2020-03-16
6964104,"Skempton, Howard",斯肯普騰,,音樂,,2020-03-16
6964105,"Skilton, Charles sanford",斯基爾騰,,音樂,,2020-03-16
6964106,"Skinner, James Scott",斯金納,,音樂,,2020-03-16
6964107,"Skrowaczewski, Stanislaw",斯果瓦切夫斯基,,音樂,,2020-03-16
6964108,"Slater, John Clarke",司雷特,,物理,,2020-03-16
6964109,"Slatkin, Leonard",斯拉特金,,音樂,,2020-03-16
6964110,"Sloper, Lindsay",斯洛普,,音樂,,2020-03-16
6964111,"Smallens, Alexander",斯莫倫斯,,音樂,,2020-03-16
6964112,"Smalley, Richard","斯莫里,理查",,化學,,2020-03-16
6964113,"Smalley, Roger","斯莫里,拉傑",,音樂,,2020-03-16
6964114,"Smallman, Basil",斯莫門,,音樂,,2020-03-16
6964115,"Smart, George",斯馬特,,音樂,,2020-03-16
6964116,"Smeterlin, Jan",斯梅特林,,音樂,,2020-03-16
6964117,"Smit, Leo",斯密特,,音樂,,2020-03-16
6964118,"Smith, Christopher Llewellyn","斯密思,克里斯特福",,物理,,2020-03-16
6964119,"Smith, Alice Mary","斯密思,艾莉絲",,音樂,,2020-03-16
6964120,"Smith, Carleton Sprague","斯密思,卡爾頓",,音樂,,2020-03-16
6964121,"Smith, Chris","斯密思,克里斯",,音樂,,2020-03-16
6964122,"Smith, Cyril","斯密思,希利爾",,音樂,,2020-03-16
6964123,"Smith, David Stanley","斯密思,大衛",,音樂,,2020-03-16
6964124,"Smith, John Stafford","斯密思,約翰",,音樂,,2020-03-16
6964125,"Smith, Julia","斯密思,茱莉亞",,音樂,,2020-03-16
6964126,"Smith, Robert W.","斯密思,羅伯特",,音樂,,2020-03-16
6964127,"Smith, Ronald","斯密思,拉諾德",,音樂,,2020-03-16
6964128,"Smith, Russell","斯密思,羅素",,音樂,,2020-03-16
6964129,"Smith, William","斯密思,威廉",,音樂,,2020-03-16
6964130,"Smith-Brindle, Reginald",斯密思-布林朵,,音樂,,2020-03-16
6964131,"Smyth, Ethel Mary",斯麥思,,音樂,,2020-03-16
6964132,"Soddy, Frederick",索迪,,物理,,2020-03-16
6964133,Soleil,索雷,,物理,,2020-03-16
6964134,"Sollberger, Harvey",薩爾伯格,,音樂,,2020-03-16
6964135,Soller,薩勒,,物理,,2020-03-16
6964136,"Solomons, David Warin",薩勒門斯,,音樂,,2020-03-16
6964137,"Solti, Georg",蕭提,,音樂,,2020-03-16
6964138,"Somervell, Arthur",薩莫威爾,,音樂,,2020-03-16
6964139,"Sondheim, Stephen",松德海姆,,音樂,,2020-03-16
6964140,Sonnar,薩拿,,物理,,2020-03-16
6964141,"Sonneck, Oscar",桑內克,,音樂,,2020-03-16
6964142,"Sorabji, Kaikhosru Shapurji",索拉布吉,,音樂,,2020-03-16
6964143,"Sousa, John Philip",蘇薩,,音樂,,2020-03-16
6964144,"Souster, Tim",邵斯特,,音樂,,2020-03-16
6964145,"Sowash, Rick",邵阿許,,音樂,,2020-03-16
6964146,"Sowerby, Leo",叟爾比,,音樂,,2020-03-16
6964147,"Spalding, Albert",斯博丁,,音樂,,2020-03-16
6964148,"Speaks, Oley",斯畢克斯,,音樂,,2020-03-16
6964149,"Spelman, Timothy",斯貝爾門,,音樂,,2020-03-16
6964150,"Spendiaryan, Alexander",斯本迪埃廉,,音樂,,2020-03-16
6964151,"Spiering, Theodore",斯畢凌,,音樂,,2020-03-16
6964152,"Spies, Claudio",斯拜思,,音樂,,2020-03-16
6964153,"Sprague, Frank",斯布瑞格,,音樂,,2020-03-16
6964154,"Squire, William",斯乖爾,,音樂,,2020-03-16
6964155,"St. Germaine, Arthur",聖哲梅恩,,音樂,,2020-03-16
6964156,"Stadlen, Peter",斯大德倫,,音樂,,2020-03-16
6964157,"Stahl, Franklin William",司達爾,,生命科學,,2020-03-16
6964158,"Stainer, John",斯戴拿,,音樂,,2020-03-16
6964159,"Standford, Patric",斯丹德福德,,音樂,,2020-03-16
6964160,"Stanford, Charles Villiers",斯丹福德,,音樂,,2020-03-16
6964161,"Stanley, John",斯丹里,,音樂,,2020-03-16
6964162,"Stannard, Russell",斯丹拿德,,物理,,2020-03-16
6964163,"Starer, Robert",斯代惹,,音樂,,2020-03-16
6964164,"Stark, Marilynn","斯大可,瑪麗琳",,音樂,,2020-03-16
6964165,"Starker, Janos",司大可,,音樂,,2020-03-16
6964166,"Stead, Gilbert",斯代德,,物理,,2020-03-16
6964167,"Steadman, Robert",斯代德門,,音樂,,2020-03-16
6964168,"Stearns, Peter Pindar",斯登思,,音樂,,2020-03-16
6964169,"Steber, Eleanor",斯蒂伯,,音樂,,2020-03-16
6964170,"Steel, Christopher",斯蒂爾,,音樂,,2020-03-16
6964171,"Steele, John",司蒂爾,,音樂,,2020-03-16
6964172,"Steenhuisen, Paul",斯丁侯伊仁,,音樂,,2020-03-16
6964173,"Steggall, Charles",斯代高,,音樂,,2020-03-16
6964174,"Steiger, Rand",斯代葛,,音樂,,2020-03-16
6964175,"Steinberg, William",斯代恩伯格,,音樂,,2020-03-16
6964176,"Steiner, Max",斯代拿,,音樂,,2020-03-16
6964177,"Steinert, Alexander Lang",斯代拿特,,音樂,,2020-03-16
6964178,"Stephan, Naomi",斯代芬,,音樂,,2020-03-16
6964179,"Stephen, David",斯蒂文,,音樂,,2020-03-16
6964180,"Stephens, Catherine",斯蒂文斯,,音樂,,2020-03-16
6964181,"Steptoe, Roger",斯代普托,,音樂,,2020-03-16
6964182,"Sterling, Antoinette",斯德凌,,音樂,,2020-03-16
6964183,"Stern, Isaac","斯德恩,艾澤科",,音樂,,2020-03-16
6964184,"Steuermann, Eduard",斯竇耶曼,,音樂,,2020-03-16
6964185,"Stevens, Bernard","斯蒂文思,柏拿德",,音樂,,2020-03-16
6964186,"Stevens, Denis","斯蒂文思,丹尼斯",,音樂,,2020-03-16
6964187,"Stevens, Halsey","斯蒂文思,霍爾西",,音樂,,2020-03-16
6964188,"Stevens, Horace","斯蒂文思,霍瑞斯",,音樂,,2020-03-16
6964189,"Stevens, James","斯蒂文思,詹姆斯",,音樂,,2020-03-16
6964190,"Stevens, Paul","斯蒂文思,保羅",,音樂,,2020-03-16
6964191,"Stevens, Richard","斯蒂文思,理查",,音樂,,2020-03-16
6964192,"Stevens, Risë","斯蒂文思,瑞瑟",,音樂,,2020-03-16
6964193,"Stevenson, John","斯蒂文森,約翰",,音樂,,2020-03-16
6964194,"Stevenson, Ronald","斯蒂文森,拉諾德",,音樂,,2020-03-16
6964195,"Stewart, Thomas","斯杜爾特,湯瑪斯",,音樂,,2020-03-16
6964196,"Stewart, Thomas Dale","斯杜爾特,湯瑪斯  代爾",,物理,,2020-03-16
6964197,"Stich-Randall, Teresa",斯蒂可-阮斗,,音樂,,2020-03-16
6964198,"Stiedry, Fritz",斯蒂綴,,音樂,,2020-03-16
6964199,Stiles,斯戴爾斯,,物理,,2020-03-16
6964200,"Stiles-Allen, Lilian",斯戴爾斯-阿倫,,音樂,,2020-03-16
6964201,"Still, Robert","斯蒂爾,羅伯特",,音樂,,2020-03-16
6964202,"Still, William Grant","斯蒂爾,威廉",,音樂,,2020-03-16
6964203,"Stirling, William James",斯德凌,,物理,,2020-03-16
6964204,"Stock, Frederick",斯大可,,音樂,,2020-03-16
6964205,"Stockbarger, Donald C.",斯逹科巴哲,,物理,,2020-03-16
6964206,"Stoessel, Albert",斯代叟,,音樂,,2020-03-16
6964207,"Stoeving, (Carl Heinrich) Paul",斯斗艾文,,音樂,,2020-03-16
6964208,"Stojowski, Sigismund",斯斗浩斯基,,音樂,,2020-03-16
6964209,"Stoker, Richard",斯竇可,,音樂,,2020-03-16
6964210,"Stokes, Sir George Gabriel , 1st Baronet",斯竇科斯,,物理,,2020-03-16
6964211,"Stokowski, Leopold",斯斗考斯基,,音樂,,2020-03-16
6964212,"Stolow, Meyer",斯竇婁,,音樂,,2020-03-16
6964213,"Storace, Anna","斯竇瑞思,安娜",,音樂,,2020-03-16
6964214,"Storace, Stephen","斯竇瑞思,司蒂文",,音樂,,2020-03-16
6964215,"Stover, Franklin",斯竇弗,,音樂,,2020-03-16
6964216,"Strang, Gerald",斯壯,,音樂,,2020-03-16
6964217,"Stratas, Teresa",斯綴特思,,音樂,,2020-03-16
6964218,"Stratton, George",斯綴騰,,音樂,,2020-03-16
6964219,"Stringfield, Lamar",斯俊費爾德,,音樂,,2020-03-16
6964220,"Stringham, Edwin John",斯俊恩,,音樂,,2020-03-16
6964221,"Strong, George Tembleton",斯仲,,音樂,,2020-03-16
6964222,"Strube, Gustav",許楚伯,,音樂,,2020-03-16
6964223,"Stuart, Leslie",斯杜爾特,,音樂,,2020-03-16
6964224,Student,斯土登特,,物理,,2020-03-16
6964225,"Subotnick, Morton",蘇巴特尼可,,音樂,,2020-03-16
6964226,"Such, Henry",薩曲,,音樂,,2020-03-16
6964227,"Suckling, Norman Charles",薩科凌,,音樂,,2020-03-16
6964228,"Sullivan, Arthur",薩勒文,,音樂,,2020-03-16
6964229,"Sumsion, Herbert Whitton",桑迅,,音樂,,2020-03-16
6964230,"Sunderland, Susan",桑德倫得,,音樂,,2020-03-16
6964231,"Susa, Conrad",蘇薩,,音樂,,2020-03-16
6964232,"Susskind, Walter",薩斯金德,,音樂,,2020-03-16
6964233,"Sutherland, Joan",薩瑟倫得,,音樂,,2020-03-16
6964234,"Sutton, Walter Stanborough",薩登,,生命科學,,2020-03-16
6964235,"Svoboda, Tomas",斯沃波達,,音樂,,2020-03-16
6964236,"Swan, Sir Joseph Wilson",斯萬,,物理,,2020-03-16
6964237,"Swanson, Howard",斯萬森,,音樂,,2020-03-16
6964238,"Swarthout, Gladys",斯沃卲特,,音樂,,2020-03-16
6964239,"Swayne, Giles",斯魏恩,,音樂,,2020-03-16
6964240,"Szell, Georg(e)",塞爾,,音樂,,2020-03-16
6964241,"Szigeti, Joseph",希蓋提,,音樂,,2020-03-16
6964242,"Tahourdin, Peter Richard",特戶丁,,音樂,,2020-03-16
6964243,"Tait, Peter Guthrie",泰特,,物理,,2020-03-16
6964244,"Talman, Jeff",托爾門,,音樂,,2020-03-16
6964245,"Tate, Phyllis",泰特,,音樂,,2020-03-16
6964246,"Taub, Abraham Haskel",陶布,,化學,,2020-03-16
6964247,"Tauber, Richard",陶伯,,音樂,,2020-03-16
6964248,"Taubman, Howard",托布門,,音樂,,2020-03-16
6964249,"Tavener, John",塔夫納,,音樂,,2020-03-16
6964250,"Taverner, John",塔弗納,,音樂,,2020-03-16
6964251,"Taylor, Charles Alfred","泰勒,查爾斯",,物理,,2020-03-16
6964252,"Taylor, Theodore Brewster","泰勒,希爾多",,物理,,2020-03-16
6964253,"Taylor, Charles","泰勒,查爾斯",,音樂,,2020-03-16
6964254,"Taylor, Deems","泰勒,狄姆斯",,音樂,,2020-03-16
6964255,"Taylor, Mark R. (Richard Bush)","泰勒,馬克",,音樂,,2020-03-16
6964256,"Taylor, Rowan","泰勒,若恩",,音樂,,2020-03-16
6964257,"Temperley, Nicholas",滕普里,,音樂,,2020-03-16
6964258,"Templeton, Alec","滕普頓,阿利克",,音樂,,2020-03-16
6964259,"Templeton, John","滕普頓,約翰",,音樂,,2020-03-16
6964260,"Terry, Richard Runciman",泰瑞,,音樂,,2020-03-16
6964261,"Tertis, Lionel",特堤斯,,音樂,,2020-03-16
6964262,"Teyte, Maggie",泰特,,音樂,,2020-03-16
6964263,"Thalben-Ball, George",索爾本-波爾,,音樂,,2020-03-16
6964264,"Thaler, William J.",塞勒,,物理,,2020-03-16
6964265,"Thayer, Alexander Wheelock",塞爾,,音樂,,2020-03-16
6964266,"Theaker, Daniel",席克,,音樂,,2020-03-16
6964267,"Thom, Alexander",托姆,,物理,,2020-03-16
6964268,"Thomas, Andrew","湯瑪斯,安祖",,音樂,,2020-03-16
6964269,"Thomas, Arthur Goring","湯瑪斯,阿瑟",,音樂,,2020-03-16
6964270,"Thomas, Augusta Read","湯瑪斯,奧古斯塔",,音樂,,2020-03-16
6964271,"Thomas, Dave","湯瑪斯,戴夫",,物理,,2020-03-16
6964272,"Thomas, Janet Owen","湯瑪斯,珍妮特",,音樂,,2020-03-16
6964273,"Thomas, Jess","湯瑪斯,傑斯",,音樂,,2020-03-16
6964274,"Thomas, John","湯瑪斯,約翰",,音樂,,2020-03-16
6964275,"Thomas, John Charles","湯瑪斯,約翰 查爾斯",,音樂,,2020-03-16
6964276,"Thomas, John David","湯瑪斯,約翰 大衛",,音樂,,2020-03-16
6964277,"Thomas, Michael Tilson","湯瑪斯,麥可",,音樂,,2020-03-16
6964278,"Thomas, Theodore","湯瑪斯,希爾多",,音樂,,2020-03-16
6964279,"Thompson, Oscar","湯普森,奧斯卡",,音樂,,2020-03-16
6964280,"Thompson, Randall","湯普森,藍道",,音樂,,2020-03-16
6964281,"Thompson, Robert Scott","湯普森,羅伯特",,音樂,,2020-03-16
6964282,Thomson,湯姆森,,物理,,2020-03-16
6964283,"Thomson, Bryden","湯姆森,布萊登",,音樂,,2020-03-16
6964284,"Thomson, James","湯姆森,詹姆斯",,化學,,2020-03-16
6964285,"Thomson, Virgil","湯姆森,維吉爾",,音樂,,2020-03-16
6964286,Thoraeus,托柔斯,,物理,,2020-03-16
6964287,Thorex,托瑞克斯,,物理,,2020-03-16
6964288,"Thouless, David James",邵雷斯,,物理,,2020-03-16
6964289,"Thurston, Frederick",瑟斯頓,,音樂,,2020-03-16
6964290,"Tibbet, Lawrence",悌比特,,音樂,,2020-03-16
6964291,"Tingley, George Peter",廷里,,音樂,,2020-03-16
6964292,"Tiomkin, Dimitri",堤阿姆金,,音樂,,2020-03-16
6964293,"Tippet, Michael",悌皮特,,音樂,,2020-03-16
6964294,Tokamak,托卡馬克,,物理,,2020-03-16
6964295,"Tollefson, Tim",托勒夫森,,音樂,,2020-03-16
6964296,"Tolman, Richard Chace",托爾曼,,物理,,2020-03-16
6964297,"Tomkins, Thomas",湯姆金斯,,音樂,,2020-03-16
6964298,"Tomlinson, Ernest",湯姆林森,,音樂,,2020-03-16
6964299,"Tours, Berthold",涂爾斯,,音樂,,2020-03-16
6964300,"Tovey, Bramwell","投維,布蘭維爾",,音樂,,2020-03-16
6964301,"Tovey, Donald (Françis)","投維,達諾德",,音樂,,2020-03-16
6964302,"Tower, Joan",陶爾,,音樂,,2020-03-16
6964303,"Townsend, Paul Kingsley",湯忍德,,物理,,2020-03-16
6964304,"Toye, Geoffrey",托伊,,音樂,,2020-03-16
6964305,"Trampler, Walter",川普勒,,音樂,,2020-03-16
6964306,"Tranchell, Peter",川闕爾,,音樂,,2020-03-16
6964307,"Traubel, Helen",超博,,音樂,,2020-03-16
6964308,"Traubmann, Sophie",超卜曼,,音樂,,2020-03-16
6964309,"Travers, John",垂弗斯,,音樂,,2020-03-16
6964310,"Travis, Roy",垂維斯,,音樂,,2020-03-16
6964311,"Treharne, Bryceson",垂哈恩,,音樂,,2020-03-16
6964312,"Treiman, Sam Bard",特瑞曼,,物理,,2020-03-16
6964313,"Tremblay, George",春卜里,,音樂,,2020-03-16
6964314,"Trimble, Joan","群博,瓊",,音樂,,2020-03-16
6964315,"Trimble, Lester","群博,雷斯特",,音樂,,2020-03-16
6964316,"Trouton, Frederick Thomas",超騰,,物理,,2020-03-16
6964317,"Truelove, Stephen",楚勒弗,,音樂,,2020-03-16
6964318,"Truscott, Harold",綽斯科特,,音樂,,2020-03-16
6964319,"Tryon, Valerie",揣恩,,音樂,,2020-03-16
6964320,"Tsontakis, George",森泰基斯,,音樂,,2020-03-16
6964321,"Tubb, Carrie",塔卜,,音樂,,2020-03-16
6964322,"Tucker, Norman","塔可,諾門",,音樂,,2020-03-16
6964323,"Tucker, Richard","塔可,理查",,音樂,,2020-03-16
6964324,"Tudor, David",涂德,,音樂,,2020-03-16
6964325,"Tull, Fisher",塔爾,,音樂,,2020-03-16
6964326,Tunell,土涅,,物理,,2020-03-16
6964327,"Turnage, Marc Anthony",特尼吉,,音樂,,2020-03-16
6964328,"Turner, Henry Hubert","特拿,亨利",,生命科學,,2020-03-16
6964329,"Turner, William","特拿,威廉",,音樂,,2020-03-16
6964330,"Turrin, Joseph",涂林,,音樂,,2020-03-16
6964331,"Twiss, Richard Q.",特維斯,,物理,,2020-03-16
6964332,Twyman,特外曼,,物理,,2020-03-16
6964333,"Tyndall, John",廷斗,,物理,,2020-03-16
6964334,"Tyson, Alan",泰森,,音樂,,2020-03-16
6964335,Uehling,尤凌,,物理,,2020-03-16
6964336,Ugarte,烏加泰,,化學,,2020-03-16
6964337,"Uhlenbeck, George Eugene",烏倫貝可,,物理,,2020-03-16
6964338,"Ung, Chinary",翁,,音樂,,2020-03-16
