ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19456979,pilaster,壁柱；附壁柱,,,,2022-07-15
19456980,pilaster face,半露壁柱面,,,,2022-07-15
19456981,pilaster side,壁柱外露側,,,,2022-07-15
19456982,pile,樁,,,,2022-07-15
19456983,pile anchor,樁錨,,,,2022-07-15
19456984,pile beacon,樁標,,,,2022-07-15
19456985,pile bent,樁柱式；排樁,,,,2022-07-15
19456986,pile bridge,樁橋,,,,2022-07-15
19456987,pile cap,樁帽,,,,2022-07-15
19456988,pile cap footing,樁基[腳],,,,2022-07-15
19456989,pile driver,打樁機,,,,2022-07-15
19456990,pile driving boat,打樁船,,,,2022-07-15
19456991,pile driving formula,打樁公式,,,,2022-07-15
19456992,pile driving frame,打樁架,,,,2022-07-15
19456993,pile driving hammer,打樁鎚,,,,2022-07-15
19456994,pile driving lead,打樁導架,,,,2022-07-15
19456995,pile dyke,樁堤,,,,2022-07-15
19456996,pile foundation,樁基,,,,2022-07-15
19456997,pile hammer,樁錘,,,,2022-07-15
19456998,pile head,樁頭,,,,2022-07-15
19456999,pile helmet,樁帽,,,,2022-07-15
19457000,pile hoop,樁頭箍,,,,2022-07-15
19457001,pile load test,樁載重試驗；樁荷重試驗,,,,2022-07-15
19457002,pile loading test,基樁載重試驗,,營管組,,2022-07-15
19457003,pile pier,椿碼頭,,,,2022-07-15
19457004,pile pulling test,拔樁試驗,,,,2022-07-15
19457005,pile shell,樁殼,,,,2022-07-15
19457006,pile shoe,樁尖,,,,2022-07-15
19457007,pilebent pier,樁架式橋墩,,,,2022-07-15
19457008,pile-driving test,打樁試驗,,,,2022-07-15
19457009,pile-extractor,拔樁機,,,,2022-07-15
19457010,pili,纖毛,,環工組,,2022-07-15
19457011,pillar hydrant,柱式消防栓,,,,2022-07-15
19457012,pilot,[機車等的]排障器；引水人,,,,2022-07-15
19457013,pilot block system,嚮導閉塞制,,,,2022-07-15
19457014,pilot communication block system,嚮導通訊閉塞制,,,,2022-07-15
19457015,pilot fairway,引水航路,,,,2022-07-15
19457016,pilot flag,引水旗號,,,,2022-07-15
19457017,pilot lamp,指示燈,,,,2022-07-15
19457018,pilot pile,導樁,,,,2022-07-15
19457019,pilot signal,引水信號,,,,2022-07-15
19457020,pilot specimen,前導試體,,,,2022-07-15
19457021,pilot station,引水站,,,,2022-07-15
19457022,pilot truss,前導桁架,,,,2022-07-15
19457023,pilot tunnel,導坑,,,,2022-07-15
19457024,pilot with time interval system,嚮導隔時法,,,,2022-07-15
19457025,pilotage,引水；引水費｛水運｝；地標航行｛航空｝,,,,2022-07-15
19457026,piloting operation,[號誌]引導運轉,,,,2022-07-15
19457027,pin connection,樞接,,,,2022-07-15
19457028,pin hole,針孔,,材料_FRP,,2022-07-15
19457029,pin splice,樞續接,,,,2022-07-15
19457030,pin support,栓接；樞接,,,,2022-07-15
19457031,pinch off,夾止；夾斷,,材料_FRP,,2022-07-15
19457032,pinnacle rock,尖礁,,,,2022-07-15
19457033,pipe,管；輸送管,,,,2022-07-15
19457034,pipe arch,管拱,,,,2022-07-15
19457035,pipe arrangement,管線佈置,,,,2022-07-15
19457036,pipe column,鋼管柱,,,,2022-07-15
19457037,pipe culverts,管涵,,營管組,,2022-07-15
19457038,pipe ditch,管溝,,營管組,,2022-07-15
19457039,pipe embedment,預埋管件,,,,2022-07-15
19457040,pipe installation,管線裝設,,營管組,,2022-07-15
19457041,pipe line construction,管線施工,,營管組,,2022-07-15
19457042,pipe locator,探管器,,,,2022-07-15
19457043,pipe network,管網,,,,2022-07-15
19457044,pipe pile,鋼管樁,,,,2022-07-15
19457045,pipe roof,管幕,,,,2022-07-15
19457046,pipe roof method,管幕工法,,,,2022-07-15
19457047,pipe scaffolding,管搭鷹架；鋼管鷹架；管搭腳手架,,,,2022-07-15
19457048,pipe scale,管垢,,,,2022-07-15
19457049,pipeline net,管網,,,,2022-07-15
19457051,piping drawing,管線圖,,,,2022-07-15
19457052,piping specialties,管線特殊件,,營管組,,2022-07-15
19457053,piston effect,活塞效應,,,,2022-07-15
19457054,piston sampler,活塞採樣器,,,,2022-07-15
19457055,pitch,螺距；節；節距；瀝青；黏彈聚合物；俯仰,,綱結構名詞LRFD,,2022-07-15
19457056,pitch fibre pipe,瀝青纖維管,,,,2022-07-15
19457057,pitch pine,脂松,,,,2022-07-15
19457058,pitch pocket,脂囊{植物}；瀝青填塞[止水]囊,,,,2022-07-15
19457059,pitch system,瀝青系,,材料_FRP,,2022-07-15
19457060,pitched roof,斜屋頂,,,,2022-07-15
19457061,pitman arm,搖臂,,,,2022-07-15
19457062,pitting,斑蝕；麻點腐蝕；小洞；孔蝕,,,,2022-07-15
19457063,pitting corrosion,孔蝕,,,,2022-07-15
19457064,pivot friction,樞軸摩擦,,,,2022-07-15
19457065,pivot point,支點,,,,2022-07-15
19457066,pivot point layout,樞紐點布置,,,,2022-07-15
19457067,pivot point line,樞紐點線,,,,2022-07-15
19457068,place,場所,,,,2022-07-15
19457069,place identification sign,地名確認標誌,,,,2022-07-15
19457070,placeability,澆置性,,,,2022-07-15
19457071,placement,澆置,,,,2022-07-15
19457072,placing,澆置,,,,2022-07-15
19457073,plague,瘟疫；疫病,,都計組,,2022-07-15
19457074,plain bar,光面鋼筋,,,,2022-07-15
19457075,plain concrete,純混凝土；無筋混凝土,,,,2022-07-15
19457076,plain concrete formwork,清水模板,,,,2022-07-15
19457077,plain masonry,無筋砌作,,,,2022-07-15
19457078,plain pavement,純混凝土鋪面,,,,2022-07-15
19457079,plain reinforcement,光面鋼筋,,,,2022-07-15
19457080,plain steel bar,光面鋼筋；無[竹]節鋼筋,,,,2022-07-15
19457081,plain weave,平織,,材料_FRP,,2022-07-15
19457082,plan checker,計畫審核人,,營管組,,2022-07-15
19457083,"plan, specification & estimate (PS&E)",設計圖、規範與估價,,營管組,,2022-07-15
19457084,planar helical winding,平面螺旋纏絲,,材料_FRP,,2022-07-15
19457085,planar law of cosine,平面餘弦定律,,測量組,,2022-07-15
19457086,planar projection,平面投影,,測量組,,2022-07-15
19457087,planar structure,平面結構,,,,2022-07-15
19457088,planar truss,平面桁架,,,,2022-07-15
19457089,plane coordinate system,平面坐標系統,,測量組,,2022-07-15
19457090,plane frame,平面構架,,,,2022-07-15
19457091,plane motion,平面運動,,,,2022-07-15
19457092,plane of projection,投影面[法],,,,2022-07-15
19457093,plane of saturation,飽和面,,,,2022-07-15
19457094,plane of weakness,弱面,,,,2022-07-15
19457095,plane rectangular coordinate,平面直角坐標,,,,2022-07-15
19457096,plane strain,平面應變,,,,2022-07-15
19457097,plane stress,平面應力,,,,2022-07-15
19457098,plane structure,平面結構,,,,2022-07-15
19457099,plane surveying,平面測量,,,,2022-07-15
19457100,plane table photogrammetry,平板攝影測量,,,,2022-07-15
19457101,plane triangle,平面三角形,,,,2022-07-15
19457102,plane truss,平面桁架,,,,2022-07-15
19457103,planed edge,鉋光邊,,,,2022-07-15
19457104,planimetric features,平面圖徵,,,,2022-07-15
19457105,planimetric surveying,平面測量,,,,2022-07-15
19457106,planimetry,平面圖,,,,2022-07-15
19457107,plank pavement,木塊鋪面；木塊路面,,,,2022-07-15
19457108,plankton net,浮生物採集網；浮游生物採集網,,,,2022-07-15
19457109,planned economy,計畫經濟,,都計組,,2022-07-15
19457110,planned finish date (PF),預定完成日期,,營管組,,2022-07-15
19457111,planned population,計畫人口,,都計組,,2022-07-15
19457112,planned stage construction,分期建造,,,,2022-07-15
19457113,planned start date (PS),預定開始日期,,營管組,,2022-07-15
19457114,planned unit development,計畫單元開發；計畫單元發展,,都計組,,2022-07-15
19457115,planned value (PV),計畫值；預定值,,營管組,,2022-07-15
19457116,planner,規劃者,,營管組,,2022-07-15
19457117,planning area,規劃範圍,,,,2022-07-15
19457118,planning authority,規劃[權責]機關,,,,2022-07-15
19457119,planning concept,規劃構想,,,,2022-07-15
19457120,planning consultant,規劃顧問,,,,2022-07-15
19457121,planning history of cities,都市規劃史；城市規劃史,,都計組,,2022-07-15
19457122,planning legislation,計劃法令,,,,2022-07-15
19457123,planning package,規劃工作包{WBS},,營管組,,2022-07-15
19457124,planning policy,規劃政策,,,,2022-07-15
19457125,planning power,規劃權,,,,2022-07-15
19457126,planning procedure,規劃程序,,,,2022-07-15
19457127,planning process,規劃流程,,,,2022-07-15
19457128,planning programing budgeting system (PPBS),計畫方案預算制度,,都計組,,2022-07-15
19457129,planning region,規劃區域,,,,2022-07-15
19457130,planning standard,規劃標準,,,,2022-07-15
19457131,planning survey,規劃階段測量,,營管組,,2022-07-15
19457132,plans,圖說；設計圖；計畫,,營管組,,2022-07-15
19457133,plant maintenance,植栽維護,,營管組,,2022-07-15
19457134,plant mix,廠拌,,,,2022-07-15
19457135,plant mix base,廠拌底層,,,,2022-07-15
19457136,plant preparation,植栽準備工作,,營管組,,2022-07-15
19457137,plant protection,植栽保護,,營管組,,2022-07-15
19457138,plant screen,拌和廠篩網,,,,2022-07-15
19457139,plantation schedule,植栽進度表,,營管組,,2022-07-15
19457140,planting accessories,植栽附屬設施,,營管組,,2022-07-15
19457141,planting belt,植栽環帶；植栽地帶,,,,2022-07-15
19457142,planting plan,植栽計畫,,營管組,,2022-07-15
19457143,plant-mixed concrete,廠拌混凝土,,,,2022-07-15
19457144,plant-precast concrete element,廠鑄混凝土構件,,營管組,,2022-07-15
19457145,plaster,灰漿；灰泥；粉刷漿材,,,,2022-07-15
19457146,plaster joint,填縫接頭,,,,2022-07-15
19457147,plaster mold,石膏模,,,,2022-07-15
19457148,plaster of paris,熟石膏；燒石膏,,,,2022-07-15
19457149,plaster restoration,粉刷修護,,營管組,,2022-07-15
19457150,plaster shooting,覆土爆破法,,,,2022-07-15
19457151,plasterer,粉刷工,,,,2022-07-15
19457152,plastic,塑性,,,,2022-07-15
19457153,plastic analysis,塑性分析,,,,2022-07-15
19457154,plastic cement,灰漿水泥,,,,2022-07-15
19457155,plastic centroid,塑性中心,,,,2022-07-15
19457156,plastic coating,塑膠塗層,,,,2022-07-15
19457157,plastic conductive tile,塑膠導電磚,,營管組,,2022-07-15
19457158,plastic consistency,塑性稠度,,,,2022-07-15
19457159,plastic cracking,塑性開裂,,,,2022-07-15
19457160,plastic deformation,塑性變形,,,,2022-07-15
19457161,plastic design,塑性設計,,,,2022-07-15
19457162,plastic design section,塑性設計斷面,,,,2022-07-15
19457163,plastic flow,塑性流{潛變，鬆弛},,,,2022-07-15
19457164,plastic foam,塑膠泡體；塑膠泡材,,材料_FRP,,2022-07-15
19457165,plastic fracture,塑性破裂,,,,2022-07-15
19457166,plastic glazing,塑膠鑲嵌,,營管組,,2022-07-15
19457167,plastic hardening,塑性硬化,,,,2022-07-15
19457168,plastic hinge,塑性鉸,,,,2022-07-15
19457169,plastic hinge region,塑鉸區,,,,2022-07-15
19457170,plastic laminate plate,塑料合板；麗光板,,營管組,,2022-07-15
19457171,plastic limit,塑性限度,,,,2022-07-15
19457172,plastic loss,塑性損失{潛變},,,,2022-07-15
19457173,plastic mechanism,塑性機構,,,,2022-07-15
19457174,plastic membrane waterproofing,塑膠膜防水,,營管組,,2022-07-15
19457175,plastic modulus,塑性模數,,,,2022-07-15
19457176,plastic moment,塑性力矩,,,,2022-07-15
19457177,plastic mortar,塑性砂漿,,,,2022-07-15
19457178,plastic or bond fire clay,塑性耐火黏土,,,,2022-07-15
19457179,plastic potential,塑性位能,,,,2022-07-15
19457180,plastic roof panel,塑膠屋頂板,,營管組,,2022-07-15
19457181,plastic section modulus,塑性斷面模數,,,,2022-07-15
19457182,plastic shrinkage,塑性收縮,,,,2022-07-15
19457183,plastic shrinkage cracking,塑性收縮開裂,,,,2022-07-15
19457184,plastic soil,塑性土壤,,,,2022-07-15
19457185,plastic steel door,塑鋼門,,營管組,,2022-07-15
19457186,plastic strain,塑性應變,,,,2022-07-15
19457187,plastic terrazzo,塑膠磨石子,,營管組,,2022-07-15
19457188,plastic tile,塑膠磚,,營管組,,2022-07-15
19457189,plastic wall panel,塑膠牆面板,,營管組,,2022-07-15
19457190,plastic wave,塑性波,,,,2022-07-15
19457191,plastic welding,塑性銲接,,,,2022-07-15
19457192,plastic yielding,塑性降伏,,,,2022-07-15
19457193,plastic zone,塑性區,,,,2022-07-15
19457194,plasticity,塑性{鋪面},,,,2022-07-15
19457195,plasticity (PI) index,塑性指數,,,,2022-07-15
19457196,plasticity index,塑性指數,,,,2022-07-15
19457197,plasticity index (PI),塑性指數,,,,2022-07-15
19457198,plasticization,塑化,,材料_FRP,,2022-07-15
19457199,plasticize,塑化,,,,2022-07-15
19457200,plasticizer,塑化劑；可塑劑,,,,2022-07-15
19457201,plastic-limit load,塑性極限載重,,,,2022-07-15
19457202,plastic-shrinkage crack,塑性收縮裂縫,,,,2022-07-15
19457203,plastification,塑性化,,,,2022-07-15
19457204,plastograph,塑性測定器,,,,2022-07-15
19457205,plat,地籍圖；土地區域圖,,測量組,,2022-07-15
19457206,plate,版；板,,,,2022-07-15
19457207,plate bearing test apparatus,鈑載重試驗儀；鈑承力試驗儀,,,,2022-07-15
19457208,plate dowel,板榫,,,,2022-07-15
19457209,plate filter press,板式壓濾機,,,,2022-07-15
19457210,plate girder,板梁,,,,2022-07-15
19457211,plate girder bridge,鈑梁橋,,,,2022-07-15
19457212,plate grab,鋼板抓斗,,,,2022-07-15
19457213,plate pile,板樁,,營管組,,2022-07-15
19457214,plate stone,板石,,,,2022-07-15
19457215,plate triangle,三角板,,,,2022-07-15
19457216,plate vibrator,板式振動機；板式振動器,,,,2022-07-15
19457217,plate washer,墊圈,,,,2022-07-15
19457218,platen,平臺板；壓盤,,,,2022-07-15
19457219,plate-type structure,版式結構,,,,2022-07-15
19457220,plate-vibrating compactor,板式振動夯實機,,,,2022-07-15
19457221,platform,載台；平台；月台,,,,2022-07-15
19457222,platform cross passage,月台連絡通道,,,,2022-07-15
19457223,platform door,月台門,,,,2022-07-15
19457224,platform emergency stop plunger,月台緊急停車裝置,,,,2022-07-15
19457225,platform end door,月台端門,,,,2022-07-15
19457226,platform fence,月台柵欄,,,,2022-07-15
19457227,platform level,月台層,,,,2022-07-15
19457228,platform lift,平台升降機,,營管組,,2022-07-15
19457229,platform model,載台模式；平台模式,,測量組,,2022-07-15
19457230,platform monitor (PM),月台監視器,,,,2022-07-15
19457231,platform scale,平臺式磅秤,,,,2022-07-15
19457232,platform screen door (PSD),月台門,,,,2022-07-15
19457233,platform shed,月台遮棚,,,,2022-07-15
19457234,platform wall,月臺牆,,,,2022-07-15
19457235,platform warning flash light,[列車到站]月台警示燈,,,,2022-07-15
19457236,Platonic Academy,柏拉圖學園,,,,2022-07-15
19457237,Platonic year,柏拉圖年,,測量組,,2022-07-15
19457238,platoon,車隊,,,,2022-07-15
19457239,playground,遊戲場,,都計組,,2022-07-15
19457240,plaza,廣場,,都計組,,2022-07-15
19457241,plied yarn,股紗,,材料_FRP,,2022-07-15
19457242,plimsoll line,載重船舶吃水線,,,,2022-07-15
19457243,plinth,[軌道]基座,,,,2022-07-15
19457244,plinth pad,基座版,,,,2022-07-15
19457245,plinth stone,基座石,,,,2022-07-15
19457246,plotting instrument,製圖儀,,,,2022-07-15
19457247,plot-to-plot irrigation,越坵灌溉,,,,2022-07-15
19457248,plough steel,高強度鋼,,,,2022-07-15
19457249,plough wire,高強度鋼線,,,,2022-07-15
19457250,ploughing blade,犁鏟,,,,2022-07-15
19457251,plug welding,塞孔銲,,綱結構名詞-銲接與AISC,,2022-07-15
19457252,plum,巨石{混凝土中},,,,2022-07-15
19457253,plumb,鉛錘,,,,2022-07-15
19457254,plumb bob,準錘,,,,2022-07-15
19457255,plumb point triangulation,垂直點三角測量；天底點三角測量,,,,2022-07-15
19457256,plumb-bob line,錘線,,,,2022-07-15
19457257,plumbing arm,定心器；求心器；移點器{平板儀測量},,,,2022-07-15
19457258,plumbing code,衛生設備規範,,,,2022-07-15
19457259,plumbing fixture,給排水器具,,營管組,,2022-07-15
19457260,plumbing fork,定心器；求心器；移點器{平板儀測量},,,,2022-07-15
19457261,plumbing pump,給排水泵,,營管組,,2022-07-15
19457262,plumbing regulation,衛生設備規章,,,,2022-07-15
19457263,plumbing system,衛生設備系統,,,,2022-07-15
19457264,plumb-line calibration,鉛垂線率定法{相機率定},,測量組,,2022-07-15
19457265,plumb-line deviation,鉛錘線偏差,,,,2022-07-15
19457266,plunge pool,跌水潭,,,,2022-07-15
19457267,plunging breaker,捲躍碎波,,,,2022-07-15
19457268,plunging wave,捲躍波,,,,2022-07-15
19457269,plutonic rock,深成岩,,,,2022-07-15
19457270,pluviograph,雨量圖；自記式雨量計,,,,2022-07-15
19457271,pluviometer,雨量計,,,,2022-07-15
19457272,ply angle,層角,,材料_FRP,,2022-07-15
19457273,plywood,夾板；膠合板,,,,2022-07-15
19457274,plywood girder,木合板梁,,材料_FRP,,2022-07-15
19457275,plywood mold,木合板模,,材料_FRP,,2022-07-15
19457276,P-M interaction diagram,軸力-彎矩互制圖,,,,2022-07-15
19457277,PM10,粗懸浮微粒,,建築_環控,,2022-07-15
19457278,PM2.5,細懸浮微粒,,建築_環控,,2022-07-15
19457279,pneumatic breakwater,壓氣防波堤,,,,2022-07-15
19457280,pneumatic caisson,氣壓沉箱,,,,2022-07-15
19457281,pneumatic concrete placer,混凝土壓送機,,,,2022-07-15
19457282,pneumatic conveyor,壓氣輸送機,,,,2022-07-15
19457283,pneumatic digger,氣動掘土機,,,,2022-07-15
19457284,pneumatic ejector,氣壓式噴射器,,,,2022-07-15
19457285,pneumatic placing equipment,壓氣澆置設備,,,,2022-07-15
19457286,pneumatic pump,氣壓式抽水機,,,,2022-07-15
19457287,pneumatic pumping,氣動抽水,,,,2022-07-15
19457288,pneumatic rubber tired roller,膠輪壓路機,,,,2022-07-15
19457289,pneumatic sewage ejector,氣動污水抽送機,,,,2022-07-15
19457290,pneumatic signal,氣動信號,,,,2022-07-15
19457291,pneumatic tie-tamper,氣動式砸道機,,,,2022-07-15
19457292,pneumatic tube system,氣動管輸送系統,,營管組,,2022-07-15
19457293,pneumatically applied mortar,噴凝土,,,,2022-07-15
19457294,pneumatic-tire roller,膠輪壓路機,,,,2022-07-15
19457295,pocket track,袋狀軌；中央避車線,,,,2022-07-15
19457296,podium temple,台座神廟,,,,2022-07-15
19457297,point bearing pile,底承樁；端承樁；點承樁,,,,2022-07-15
19457298,point buffering,點環域,,測量組,,2022-07-15
19457299,point cloud,點雲,,測量組,,2022-07-15
19457300,point count method,線性導線法,,,,2022-07-15
19457301,point count method (modified),改良式線性導線法,,,,2022-07-15
19457302,point gauge,點尺,,,,2022-07-15
19457303,point load,點載重,,,,2022-07-15
19457304,point marking,刺點,,測量組,,2022-07-15
19457305,point of compound curvature (PCC),複曲線連結點,,測量組,,2022-07-15
19457306,point of compound curve (PCC),複曲線連結點,,測量組,,2022-07-15
19457307,point of conflict,衝突點,,,,2022-07-15
19457308,point of contraflexure,反曲點,,,,2022-07-15
19457309,point of curvature (PC),曲線起點,,測量組,,2022-07-15
19457310,point of inflection,反曲點,,,,2022-07-15
19457311,point of intersection (PI),交點,,測量組,,2022-07-15
19457312,point of reverse curve,反曲線接點,,,,2022-07-15
19457313,point of S-curve,反曲線接點,,,,2022-07-15
19457314,point of secant,割線點；曲線中點{道路定線},,,,2022-07-15
19457315,point of tangency (PT),曲線終點,,測量組,,2022-07-15
19457316,point of tangent,切線點；相切點；曲線終點{道路定線},,,,2022-07-15
19457317,point of zero pressure,零壓力點,,,,2022-07-15
19457318,point on curve (POC),曲線點,,測量組,,2022-07-15
19457319,point on tangent (POT),切線點,,測量組,,2022-07-15
19457320,point positioning,單點定位,,測量組,,2022-07-15
19457321,point rail,尖軌,,,,2022-07-15
19457322,point rail of frog,岔心尖軌,,,,2022-07-15
19457323,point rail of switch,轍尖軌,,,,2022-07-15
19457324,point rainfall,點雨量,,,,2022-07-15
19457325,point sample,單點樣本,,,,2022-07-15
19457326,point scale factor,點尺度因子,,測量組,,2022-07-15
19457327,point spread function (PSF),點散函數,,測量組,,2022-07-15
19457328,point transfer,轉點,,測量組,,2022-07-15
19457329,point transfer matrix,轉換矩陣；轉移矩陣,,,,2022-07-15
19457330,pointed arch,尖拱,,,,2022-07-15
19457331,poise,泊{黏度單位},,,,2022-07-15
19457332,Poisson's ratio,波松比,,,,2022-07-15
19457333,poker vibrator,內部振動器；插入式振動器,,,,2022-07-15
19457334,polar anisotropy,極異向性,,材料_FRP,,2022-07-15
19457335,polar cap,極冠,,,,2022-07-15
19457336,polar coordinate system,極坐標系統,,測量組,,2022-07-15
19457337,polar distance,極距,,測量組,,2022-07-15
19457338,polar front,極鋒區,,,,2022-07-15
19457339,polar moment of inertia,極慣性矩,,,,2022-07-15
19457340,polar motion,極運動,,測量組,,2022-07-15
19457341,polar motion reduction,極運動化算；極運動歸算,,測量組,,2022-07-15
19457342,polar projection,極投影[法],,,,2022-07-15
19457343,polar ray,極射線,,,,2022-07-15
19457344,polar winding,極性纏繞,,材料_FRP,,2022-07-15
19457345,polarity,極性,,材料_FRP,,2022-07-15
19457346,polarization,極化,,,,2022-07-15
19457347,polarizing microscope,偏光顯微鏡,,,,2022-07-15
19457348,polder,圍堤區,,,,2022-07-15
19457349,polder dyke,圍堤,,,,2022-07-15
19457350,pole,標桿；測桿；極,,,,2022-07-15
19457351,pole beacon,桿標燈,,,,2022-07-15
19457352,pole shore,桿支撐,,,,2022-07-15
19457353,pole strip,釘孔定位尺,,,,2022-07-15
19457354,police power,警察權,,,,2022-07-15
19457355,policy plan,政策計畫,,,,2022-07-15
19457356,policy planning,政策規劃,,都計組,,2022-07-15
19457357,polis,城市{古希臘},,,,2022-07-15
19457358,polish,拋光,,,,2022-07-15
19457359,polished aggregate,磨光粒料,,,,2022-07-15
19457360,polishing compound,拋光劑,,材料_FRP,,2022-07-15
19457361,pollutant,污染物,,,,2022-07-15
19457362,polluted runoff,受汙逕流,,建築_環控,,2022-07-15
19457363,pollution,汙染,,建築_環控,,2022-07-15
19457364,pollution abatement,污染削減；污染防治,,,,2022-07-15
19457365,pollution control,污染管制；污染控制,,,,2022-07-15
19457366,pollution index,污染指標,,,,2022-07-15
19457367,pollution load,污染負載,,環工組,,2022-07-15
19457368,pollutional load,污染負載,,,,2022-07-15
19457369,polyacrylonitrile,聚丙烯腈系,,材料_FRP,,2022-07-15
19457370,polyamide,聚醯胺,,材料_FRP,,2022-07-15
19457371,polybenzimidazole,聚苯并咪唑,,材料_FRP,,2022-07-15
19457372,polybutadiene,聚丁二烯,,材料_FRP,,2022-07-15
19457373,polybutylene terephthalate,聚對苯二甲酸丁二酯,,材料_FRP,,2022-07-15
19457374,polycenter theory,多核心理論,,,,2022-07-15
19457375,polycrystal,多晶,,材料_FRP,,2022-07-15
19457376,polycrystalline alumina fiber,多晶氧化鋁纖維,,材料_FRP,,2022-07-15
19457377,polyelectrolyte,聚電解質,,,,2022-07-15
19457378,polyester,聚酯,,,,2022-07-15
19457379,polyester resin,聚酯樹酯,,,,2022-07-15
19457380,polyether sulfone,聚苯醚碸,,材料_FRP,,2022-07-15
19457381,polyethylene,聚乙烯,,,,2022-07-15
19457382,polyethylene pipe,聚乙烯管,,,,2022-07-15
19457383,polyethylene terephthalate,聚對苯二甲酸乙二酯，聚對苷酸乙二酯,,材料_FRP,,2022-07-15
19457384,polygon buffering,面環域,,測量組,,2022-07-15
19457385,polygon line,力線圖,,,,2022-07-15
19457386,polygon method,多邊形法,,,,2022-07-15
19457387,polyhedral projection,多面體投影,,,,2022-07-15
19457388,polyimide,聚醯亞胺,,材料_FRP,,2022-07-15
19457389,polymer,高分子；聚合物,,,,2022-07-15
19457390,polymer concrete,樹脂混凝土,,,,2022-07-15
19457391,polymer-cement concrete,樹脂水泥混凝土,,,,2022-07-15
19457392,polymer-impregnated concrete,注膠混凝土,,,,2022-07-15
19457393,polymerization,聚合[作用],,,,2022-07-15
19457394,polymerization inhibitor,高分子聚合抑制劑,,材料_FRP,,2022-07-15
19457395,polymer-modified asphalt (PMA),高分子改質瀝青,,,,2022-07-15
19457396,polymer-modified asphalt binder (PMB),高分子改質瀝青黏結材,,,,2022-07-15
19457397,polynuclear city,複核都市；多核心都市,,都計組,,2022-07-15
19457398,polyphenylene sulfide,聚硫化苯,,材料_FRP,,2022-07-15
19457399,polypropylene,聚丙烯,,材料_FRP,,2022-07-15
19457400,polystyrene insulation,聚苯乙烯隔熱,,營管組,,2022-07-15
19457401,polystyrene resin,聚苯乙烯樹脂,,,,2022-07-15
19457402,polysulfide coating,聚硫塗料,,,,2022-07-15
19457403,polysulfone,聚碸,,材料_FRP,,2022-07-15
19457404,polyurethane,聚胺基甲酸乙酯；聚氨酯,,,,2022-07-15
19457405,polyurethane foam,聚胺基甲酸乙酯泡沫塑膠,,材料_FRP,,2022-07-15
19457406,polyvinyl acetate,聚醋酸乙烯酯,,,,2022-07-15
19457407,polyvinyl alcohol,聚乙烯醇,,材料_FRP,,2022-07-15
19457409,polyvinyl chloride (PVC) resilient flooring,聚氯乙烯塑膠地坪,,營管組,,2022-07-15
19457411,polyvinyl chloride pipe (PVC pipe),聚氯乙烯管,,,,2022-07-15
19457412,pondage type power plant,堰蓄式發電廠,,,,2022-07-15
19457413,ponding,圍水,,,,2022-07-15
19457414,ponding area,積水面積,,,,2022-07-15
19457415,ponding paddy field,湛水水田,,,,2022-07-15
19457416,pontoon erection,躉船架設,,,,2022-07-15
19457417,pontoon pier,浮動碼頭；躉船碼頭,,,,2022-07-15
19457418,poor drainage,排水不良,,,,2022-07-15
19457419,poor grade,不良級配,,,,2022-07-15
19457420,poor subsoil,不良基層土,,,,2022-07-15
19457421,poor-mix concrete,拌和不良混凝土,,,,2022-07-15
19457422,Pop Architecture,普普建築,,,,2022-07-15
19457423,Pop Art,普普藝術,,,,2022-07-15
19457424,pop out,爆出{混凝土},,,,2022-07-15
19457425,popcorn concrete,無細粒料混凝土,,,,2022-07-15
19457426,popout,爆出,,,,2022-07-15
19457427,population,人口；母體,,,,2022-07-15
19457428,population composition,人口組成,,,,2022-07-15
19457429,population density,人口密度,,,,2022-07-15
19457430,population distribution,人口分布；母體分布,,,,2022-07-15
19457431,population equilibrium,人口均衡,,都計組,,2022-07-15
19457432,population equivalent,人口當量,,環工組,,2022-07-15
19457433,population forecast,人口預測,,,,2022-07-15
19457434,population growth,人口成長,,都計組,,2022-07-15
19457435,population increase rate,人口增加率,,都計組,,2022-07-15
19457436,population of employment,就業人口,,都計組,,2022-07-15
19457437,population parameter,人口參數,,,,2022-07-15
19457438,population plan,人口計畫,,都計組,,2022-07-15
19457439,population policy,人口政策,,都計組,,2022-07-15
19457440,population prediction,人口預測,,,,2022-07-15
19457441,population problem,人口問題,,都計組,,2022-07-15
19457442,population projection,人口推計,,,,2022-07-15
19457443,population size,人口規模,,,,2022-07-15
19457444,population theory,人口理論,,都計組,,2022-07-15
19457445,populism,民粹主義,,,,2022-07-15
19457446,porcelain enameled panel,搪瓷面板,,營管組,,2022-07-15
19457447,porch,門廊,,,,2022-07-15
19457448,porches,門廊,,建築_環控,,2022-07-15
19457449,pore air pressure,孔隙氣壓力,,,,2022-07-15
19457450,pore pressure,孔隙壓力,,,,2022-07-15
19457451,pore water pressure,孔隙水壓力,,,,2022-07-15
19457452,pore water pressure cell,孔隙水壓力計,,,,2022-07-15
19457453,pore water pressure coefficien,孔細水壓力係數,,,,2022-07-15
19457454,pore water pressure meter,孔隙水壓力計,,,,2022-07-15
19457455,porosity,孔隙率；氣孔,,綱結構名詞-銲接與AISC,,2022-07-15
19457456,porous asphalt concrete,多孔隙瀝青混凝土,,,,2022-07-15
19457457,porous bed,多孔層,,,,2022-07-15
19457458,porous brick,多孔磚,,,,2022-07-15
