ID,英文名稱,中文名稱,圖片,化學式,更新日期
1007961,thiophenecarbinol; 2-thiophenemethanol,噻吩甲醇,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>SCH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1007962,2-thiophenecarboxylic acid; 2-thiophenic acid,2-噻吩甲酸,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>SCOOH</Font>,2012-11-26
1007963,2-thiophenesulfonamide,2-噻吩磺醯胺,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>SSO</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1007964,2-thiophenine,2-噻吩胺,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>SNH</Font><Sub>2</Sub>,2012-11-26
1007965,thiophenol; phenylmercaptan,苯硫酚；硫酚,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>SH</Font>,2012-11-26
1007966,thiophosgene; thiocarbonyl chloride,硫光氣；二氯化硫羰,,CCl<Sub>2</Sub><Font>S</Font>,2012-11-26
1007967,thiopicric acid,硫苦味酸,,C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(SH)(NO</Font><Sub>3</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1007968,thiopropionamide,硫丙醯胺,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>CSNH</Font><Sub>2</Sub>,2012-11-26
1007969,thiopyrine; thioantipyrine,硫吡啉,,C<Sub>11</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>S</Font>,2012-11-26
1007970,thiosalicylic acid; o-mercaptobenzoic acid,硫柳酸；鄰-巰苯甲酸,,<p>HSC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
1007971,thiosemicarbazide,硫半卡肼,,H<Sub>2</Sub><Font>NNHCSNH</Font><Sub>2</Sub>,2012-11-26
1007972,thiosinamine; allylthiourea,烯丙硫脲,,CH<Sub>2</Sub><Font>=CHCH</Font><Sub>2</Sub><Font>NHCSNH</Font><Sub>2</Sub>,2012-11-26
1007973,2-thiotolene; 2-methylthiophene,2-甲噻吩,,CH<Sub>3</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>S</Font>,2012-11-26
1007974,2-thiouracil,硫尿嘧啶,,C<Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub><Font>OS</Font>,2012-11-26
1007975,thiourea,硫脲,,H<Sub>2</Sub><Font>NCSNH</Font><Sub>2</Sub>,2012-11-26
1007976,thiourethane,硫烏拉坦；硫胺甲酸乙酯,,H<Sub>2</Sub><Font>NCOSC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1007977,thioxalic acid,二硫草酸,,HOSCCSOH,2012-11-26
1007978,"1,4-thioxane; 1,4-oxathiane","1,4-氧硫【口+山】",,C<Sub>4</Sub><Font>H</Font><Sub>8</Sub><Font>OS</Font>,2012-11-26
1007979,thioxanthene,硫【口+山】【口+星】,,C<Sub>13</Sub><Font>H</Font><Sub>10</Sub><Font>S</Font>,2012-11-26
1007980,thioxanthone,噻𠮿酮；硫𠮿酮；9-側氧硫𠮿【口星】,,<p>C<sub>13</sub>H<sub>8</sub>OS</p>,2012-11-26
1007981,"thioxene; 2,3-dimethylthiophene","2,3-二甲噻吩",,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>S</Font>,2012-11-26
1007982,2-thioylformic acid; α-oxo-2-thiophenacetic acid,2-噻吩甲醯甲酸；α-側氧-2-噻吩乙酸,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>SCOCOOH</Font>,2012-11-26
1007983,thorium picrate,苦味酸釷,,Th(C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>7</Sub><Font>)</Font><Sub>4</Sub>,2012-11-26
1007984,"threo-1-amino-1,2-diphenylpropane","蘇-1-胺-1,2-二苯丙烷",,H<Sub>2</Sub><Font>NCH(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)CH(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)CH</Font><Sub>3</Sub>,2012-11-26
1007985,threonine,蘇胺酸,,CH<Sub>3</Sub><Font>CH(OH)CH(NH</Font><Sub>2</Sub><Font>)COOH</Font>,2012-11-26
1007986,D-threose,蘇糖,,C<Sub>4</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007987,thujamenthol,側柏【草(之上)+孟】醇,,C<Sub>10</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font>,2012-11-26
1007988,thujamenthone,側柏【草(之上)+孟】酮,,C<Sub>10</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font>,2012-11-26
1007989,thujane,側柏烷,,C<Sub>10</Sub><Font>H</Font><Sub>18</Sub>,2012-11-26
1007990,thujaplicin,檜酚酮,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007991,β-thujaplicin; hinokitiol,β-檜酚酮；β-異丙䓬酚酮,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>2</Sub>,2020-09-09
1007992,thujene,側柏烯,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub>,2012-11-26
1007993,thujic acid,【草(之上)+仇】烯酸,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007994,thujone; 3-thujanone,側柏酮,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font>,2012-11-26
1007995,thujyl alcohol,側柏醇；【草(之上)+丟】醇,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>OH</Font>,2012-11-26
1007996,thulium oxalate,草酸銩,,Tm<Sub>2</Sub><Font>(C</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1007997,thymene,百里[香]烯,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub>,2012-11-26
1007998,thymidine,[去氧]胸苷,,C<Sub>10</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
1007999,thymidine-5'-monophosphate; thymidylic acid,[去氧]胸苷-5'-單磷酸酯；[去氧]胸苷酸,,C<Sub>10</Sub><Font>H</Font><Sub>13</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>5</Sub><Font>PO</Font><Sub>3</Sub><Font>H</Font><Sub>2</Sub>,2012-11-26
1008000,thymine,胸[腺]嘧啶,,C<Sub>5</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008001,thyminose; D-2-deoxyribose,D-2-去氧核糖,,C<Sub>5</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1008002,thymol; thyme camphor; 2-methyl-5-isopropylphenol,瑞香[草]酚；2-甲-5-異丙[苯]酚,,C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CH</Font><Sub>3</Sub><Font>)(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)OH</Font>,2012-11-26
1008003,thymol acetate,乙酸瑞香[草]酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CH</Font><Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)</Font>,2012-11-26
1008004,thymol blue; thymolsulfonephthalein,瑞香[草]酚藍；瑞香[草]酚磺酞,,C<Sub>27</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>5</Sub><Font>S</Font>,2012-11-26
1008005,thymol iodide; thymiodol; thymodin,雙瑞香[草]碘酚,,[CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OI)]</Font><Sub>2</Sub>,2012-11-26
1008006,thymophthalein,瑞香[草]酚酞,,C<Sub>28</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1008007,thymosulfonic acid,瑞香[草]酚磺酸,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)SO</Font><Sub>3</Sub><Font>H</Font>,2012-11-26
1008008,thymoquinol; thymohydroquinone,瑞香[草]氫醌,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)</Font><Sub>2</Sub>,2012-11-26
1008009,thymoquinone,瑞香[草]醌,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008010,thymoquinone-2-oxime,瑞香[草]醌-2-肟,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>O(NOH)</Font>,2012-11-26
1008011,thymotic acid; thymotinic acid; o-thymolcarboxylic acid,瑞香[草]酚甲酸,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)COOH</Font>,2012-11-26
1008012,thymotic anhydride,瑞香[草]甲[酸]酐,,[CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)CO]</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1008013,thymotinic alcohol; thymotic alcohol,瑞香[草]甲醇,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008014,thymotinic aldehyde,瑞香[草]甲醛,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)CHO</Font>,2012-11-26
1008015,thymylamine,瑞香[草]胺,,CH<Sub>3</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008016,thyronine,甲[狀]腺胺酸,,C<Sub>15</Sub><Font>H</Font><Sub>15</Sub><Font>NO</Font><Sub>4</Sub>,2012-11-26
1008017,"thyroxine; 3,5,3',5'-tetraiodothyronine","甲狀腺素；3,5,3',5'-四碘甲[狀]腺胺酸",,C<Sub>15</Sub><Font>H</Font><Sub>11</Sub><Font>I</Font><Sub>4</Sub><Font>NO</Font><Sub>4</Sub>,2012-11-26
1008018,tigaldehyde; tiglic aldehyde,甘菊花醛,,CH<Sub>3</Sub><Font>CH=C(CH</Font><Sub>3</Sub><Font>)CHO</Font>,2012-11-26
1008019,tiglic acid,甘菊花酸,,CH<Sub>3</Sub><Font>CH=C(CH</Font><Sub>3</Sub><Font>)COOH</Font>,2012-11-26
1008020,tin(II) acetate,乙酸錫(II),,Sn(CH<Sub>3</Sub><Font>COO)</Font><Sub>2</Sub>,2012-11-26
1008021,tin(IV) acetate,乙酸錫(IV),,Sn(CH<Sub>3</Sub><Font>COO)</Font><Sub>4</Sub>,2012-11-26
1008022,tiron,"試鈦靈；兒茶酚-3,5-二磺酸鈉",,C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)</Font><Sub>2</Sub><Font>(SO</Font><Sub>3</Sub><Font>Na)</Font><Sub>2</Sub>,2012-11-26
1008023,titanium oxalate,草酸鈦；乙二酸鈦,,Ti<Sub>2</Sub><Font>(C</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1008024,titan yellow; thiazol yellow,噻唑黃,,C<Sub>28</Sub><Font>H</Font><Sub>19</Sub><Font>N</Font><Sub>5</Sub><Font>Na</Font><Sub>2</Sub><Font>O</Font><Sub>6</Sub><Font>S</Font><Sub>4</Sub>,2012-11-26
1008025,thiram; tetramethylthiuramdisulfide {=TMTD},硫拉母；二硫化四甲胺硫甲醯,,C<Sub>6</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>S</Font><Sub>4</Sub>,2012-11-26
1008026,"2,4,6-trinitroaniline {= TNA}","2,4,6-三硝苯胺；苦味胺",,(O<Sub>2</Sub><Font>N)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008027,trinitrobenzene {= TNB},三硝苯,,(O<Sub>2</Sub><Font>N)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub>,2012-11-26
1008028,"2,4,6-trinitrotoluene {= TNT}","2,4,6-三硝甲苯",,(O<Sub>2</Sub><Font>N)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1008029,tobias acid; 2-aminonaphthalene-1-sulfonic acid,妥別亞酸；2-胺萘-1-磺酸,,C<Sub>10</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>3</Sub><Font>S</Font>,2012-11-26
1008030,α-tocopherol; vitamin E,α-生育酚；維生素E；維他命E,,C<Sub>29</Sub><Font>H</Font><Sub>50</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008031,tocoquinone; α-tocopherolquinone,α-生育醌,,C<Sub>29</Sub><Font>H</Font><Sub>54</Sub><Font>O</Font>,2012-11-26
1008032,tolane; diphenylacetylene,二苯乙炔,,"C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>C</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>",2012-11-26
1008033,tolane dibromide,二溴二苯乙烯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>(Br)C=C(Br)C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008034,"tolazoline; 2-benzyl-4,5-imidazoline","2-苄-4,5-咪唑啉",,C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008035,"o-tolidine {4,4'-diamino-3,3'-dimethylbiphenyl}","聯(鄰-甲苯胺) {4,4'-二胺-3,3'-二甲聯苯}",,<p>[CH<sub>3</sub> (NH<sub>2</sub>)C<sub>6</sub>H<sub>3</sub>]<sub>2</sub></p>,2012-11-26
1008036,tolil,聯【草(之上)+叨】甲醯；聯甲苯甲醯,,(CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CO)</Font><Sub>2</Sub>,2012-11-26
1008037,tolilic acid; ditolylglycylic acid,【草(之上)+叨】利酸；二【草(之上)+叨】乙醇酸,,(CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>C(OH)COOH</Font>,2012-11-26
1008038,o-tolualdehyde,鄰-甲苯甲醛；鄰-【艹叨】甲醛,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CHO</p>,2012-11-26
1008039,α-tolualdehyde; phenylacetaldehyde,苯乙醛,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>CHO</Font>,2012-11-26
1008040,o-toluamide,鄰-甲苯甲醯胺；鄰-【艹叨】甲醯胺,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CONH<sub>2</sub></p>,2012-11-26
1008041,α-toluamide; phenylacetamide,苯乙醯胺,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>CONH</Font><Sub>2</Sub>,2012-11-26
1008042,toluene,甲苯,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008043,2-toluenearsonic acid,2-【草(之上)+叨】胂酸；2-甲苯胂酸,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>AsO(OH)</Font><Sub>2</Sub>,2012-11-26
1008044,"toluene 2,4-diisocyanate {= TDI}","甲苯二異氰酸；2,4-二異氰酸甲苯酯",,C<Sub>9</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008045,tolueneazonaphthylamine,甲苯偶氮萘胺,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NNC</Font><Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008046,o-tolueneboronic acid; o-tolueneboric acid,鄰-甲苯硼酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>B(OH)<sub>2</sub></p>,2012-11-26
1008047,α-tolueneboronic acid; benzylboric acid,苄硼酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>B(OH)</Font><Sub>2</Sub>,2012-11-26
1008048,"α,2-toluenedicarboxylic acid; homophthalic acid","α,2-甲苯二甲酸；升酞酸",,HOOCC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008049,"α,2-toluenediol; saligenin","α,2-甲苯二醇；鄰-羥苄醇；柳醇",,<p>HOC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2012-11-26
1008050,"toluene-2,4-disulfonic acid","甲苯-2,4-二磺酸",,C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CH</Font><Sub>3</Sub><Font>)(SO</Font><Sub>3</Sub><Font>H)</Font><Sub>2</Sub>,2012-11-26
1008051,"toluene-3,4-dithiol","甲苯-3,4-二硫酚",,C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CH</Font><Sub>3</Sub><Font>)(SH)</Font><Sub>2</Sub>,2012-11-26
1008052,o-toluenesulfonamide,鄰-甲苯磺醯胺,,<p>C<sub>7</sub>H<sub>9</sub>NO<sub>2</sub>S</p>,2012-11-26
1008053,o-toluenesulfonanilide,鄰-甲苯磺醯苯胺,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SO<sub>2</sub>NHC<sub>6</sub>H<sub>5</sub></p>,2012-11-26
1008054,p-toluenesulfonic acid,對-甲苯磺酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SO<sub>3</sub>H</p>,2012-11-26
1008055,toluenesulfonyl chloride,甲苯磺醯氯,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>2</Sub><Font>Cl</Font>,2012-11-26
1008056,p-toluenesulfonylhydrazide,對-甲苯磺醯肼,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SO<sub>2</sub>NHNH<sub>2</sub></p>,2012-11-26
1008057,o-toluenethiol,鄰-甲苯硫酚,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SH</p>,2012-11-26
1008058,α-toluenethiol,苄硫醇,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>SH</Font>,2012-11-26
1008059,toluihydroquinone; methylhydroquinone,甲苯二酚；甲氫醌,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)</Font><Sub>2</Sub>,2012-11-26
1008060,o-toluic acid,鄰-甲基苯甲酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
1008061,α-toluic acid; phenylacetic acid,α-【草(之上)+叨】甲酸；苯乙酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008062,o-toluic aldehyde,鄰-甲苯甲醛；鄰-【艹叨】甲醛,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CHO</p>,2012-11-26
1008063,α-toluic aldehyde,苯乙醛,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>CHO</Font>,2012-11-26
1008064,α-toluic anhydride,苯乙[酸]酐,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>CO)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1008065,o-toluidine,鄰-甲苯胺；鄰-【艹叨】胺,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>NH<sub>2</sub></p>,2012-11-26
1008066,"m-toluilene diamine; 2,4-diaminotoluene","2,4-二胺甲苯",,C<Sub>7</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
1008067,toluidinesulfonic acid,胺基甲苯磺酸,,CH<Sub>3</Sub><Font>(NH</Font><Sub>2</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2012-11-26
1008068,o-tolunitrile,鄰-甲苯甲腈；鄰-【艹叨】甲腈,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CN</p>,2012-11-26
1008069,α-tolunitrile; benzylcyanide,苯乙腈,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>CN</Font>,2012-11-26
1008070,toluol; toluene,甲苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1008071,"p-toluquinaldine; 2,6-dimethylquinoline","2,6-二甲喹啉",,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>9</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font>,2012-11-26
1008072,o-toluquinoline,鄰-甲喹啉,,<p>C<sub>10</sub>H<sub>9</sub>N</p>,2012-11-26
1008073,toluquinone,甲基對苯醌,,<p>C<sub>7</sub>H<sub>6</sub>O<sub>2</sub></p>,2012-11-26
1008074,p-(p-toluoyl)benzoic acid,對-(對-甲苯甲醯)苯甲酸；對-(對-【艹叨】甲醯)苯甲酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>COC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
1008075,α-toluyl chloride,苯乙醯氯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>COCl</Font>,2012-11-26
1008076,toluylene; stilbene,"1,2-二苯乙烯",,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH=CHC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008077,toluylene blue,甲苯胺藍,,C<Sub>15</Sub><Font>H</Font><Sub>19</Sub><Font>ClN</Font><Sub>4</Sub>,2012-11-26
1008078,toluylenediamine; tolylenediamine,甲苯二胺,,C<Sub>7</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
1008079,α-toluylic acid; phenylacetic acid,苯乙酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008080,o-toluylic acid,鄰-甲苯甲酸；鄰-【艹叨】甲酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
1008081,p-tolyl acetaldehyde,對-甲苯乙醛；對-【艹叨】乙醛,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>CHO</p>,2012-11-26
1008082,α-tolyl aldehyde; phenyl acetaldehyde,α-【草(之上)+叨】甲醛；苯乙醛,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>CHO</Font>,2012-11-26
1008083,o-tolyl bromide,鄰-溴甲苯；鄰-溴【艹叨】,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>Br</p>,2012-11-26
1008084,tolyl ethyl ether,【草(之上)+叨】基乙基醚,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008085,o-tolyl isorhodanate; o-tolyl isothiocyanate; o-tolyl isorhodanide; o-sulfocyanate,異硫氰酸鄰-【艹叨】酯；異硫氰酸鄰-甲苯酯,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>NCS</p>,2012-11-26
1008086,o-tolyl mercaptan,鄰-巰甲苯；鄰-【艹叨】硫酚,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>SH</p>,2012-11-26
1008087,tolyl methyl ketone,【草(之上)+叨】基甲基酮,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COCH</Font><Sub>3</Sub>,2012-11-26
1008088,o-tolylacetic acid; o-methylphenylacetic acid,鄰-甲苯乙酸；鄰-【艹叨】乙酸,,<p>(CH<sub>3</sub>)C<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>COOH</p>,2012-11-26
1008089,4-m-tolylazo-m-toluidine,4-間【草(之上)+叨】偶氮間甲苯胺,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NNC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CH</Font><Sub>3</Sub><Font>)NH</Font><Sub>2</Sub>,2012-11-26
1008090,α-o-tolylbiguanide,α-鄰-【艹叨】二胍,,<p>C<sub>9</sub>H<sub>13</sub>N<sub>5</sub></p>,2012-11-26
1008091,o-tolylboric acid,鄰-甲苯硼酸；鄰-【艹叨】硼酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>B(OH)<sub>2</sub></p>,2012-11-26
1008092,tri-p-tolylborane; tri-p-tolylborine,三-對-甲苯硼烷；三-對-【艹叨】硼烷,,<p>B(CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>)<sub>3</sub></p>,2012-11-26
1008093,p-tolylboron difluoride,二氟化對-甲苯硼；二氟化對-【艹叨】硼,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>BF<sub>2</sub></p>,2012-11-26
